date,headline,release,url,text
6-May-20,Agencies extend two resolution plan deadlines,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200506a.htm,"In light of the challenges arising from the coronavirus response, the Federal Deposit Insurance Corporation and the Federal Reserve Board today announced two extensions to upcoming resolution plan deadlines. First, the agencies extended the submission date by 90 days, to September 29, 2020, for the resolution plans from Barclays, Credit Suisse, Deutsche Bank, and UBS. These plans are required to remediate certain weaknesses—deemed ""shortcomings""—previously identified by the agencies. And second, the agencies extended the submission date by 90 days, to September 29, 2021, for the targeted resolution plans from the large foreign and domestic banks in Category II and Category III of the agencies' large bank regulatory framework. Targeted resolution plans for the eight global systemically important banking organizations will remain due by July 1, 2021. The agencies will monitor conditions and may adjust this deadline if warranted. Resolution plans, commonly known as living wills, must describe the company's strategy for rapid and orderly resolution in bankruptcy in the event of material financial distress or failure of the company. For foreign banks, resolution plans are focused on their U.S. operations."
5-May-20,Federal bank regulatory agencies modify liquidity coverage ratio for banks participating in Money Market Mutual Fund Liquidity Facility and Paycheck Protection Program Liquidity Facility,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200505a.htm,"To support the flow of credit to households and businesses, the federal bank regulatory agencies today announced an interim final rule that modifies the agencies' Liquidity Coverage Ratio (LCR) rule to support banking organizations' participation in the Federal Reserve's Money Market Mutual Fund Liquidity Facility and the Paycheck Protection Program Liquidity Facility. In particular, the interim final rule facilitates participation in these facilities by neutralizing the LCR impact associated with the non-recourse funding provided by these facilities. The rule does not otherwise alter the LCR or its calibration. The LCR rule requires large banks to hold a buffer of high-quality liquid assets so that they can meet their short-term liquidity needs. The two facilities were established by the Federal Reserve to support the economy in light of the disruptions caused by COVID-19. The rule is effective immediately and comments will be accepted for 30 days after publication in the Federal Register."
30-Apr-20,"Federal Reserve expands access to its Paycheck Protection Program Liquidity Facility (PPPLF) to additional lenders, and expands the collateral that can be pledged",Pres Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200430b.htm,"The Federal Reserve on Thursday expanded access to its Paycheck Protection Program Liquidity Facility (PPPLF) to additional lenders, and expanded the collateral that can be pledged. The changes will facilitate lending to small businesses via the Small Business Administration's (SBA) Paycheck Protection Program (PPP). As a result of the changes, all PPP lenders approved by the SBA, including non-depository institution lenders, are now eligible to participate in the PPPLF. SBA-qualified PPP lenders include banks, credit unions, Community Development Financial Institutions, members of the Farm Credit System, small business lending companies licensed by the SBA, and some financial technology firms. When the PPPLF was announced, the Federal Reserve said the facility would immediately lend to depository institutions and that non-depository institutions would be added as soon as possible. Additionally, eligible borrowers will be able to pledge whole PPP loans that they have purchased as collateral to the PPPLF. An institution that pledges a purchased PPP loan will need to provide the Reserve Bank with documentation from the SBA demonstrating that the pledging institution is the beneficiary of the SBA guarantee for the loan. The SBA's PPP guarantees loans from qualified lenders to small businesses so that those businesses can keep workers employed. The PPPLF supports the PPP by extending credit to financial institutions that make or purchase PPP loans, using the loans as collateral. The additional liquidity from the PPPLF increases the capacity of financial institutions to make additional PPP loans."
30-Apr-20,"Federal Reserve Board announces the public comment period has been extended through June 4, 2020, for the notice by Morgan Stanley of New York, New York, to acquire E*TRADE Financial Corporation of Arlington, Virginia",Press Release,https://www.federalreserve.gov/newsevents/pressreleases/orders20200430a.htm,"The Federal Reserve Board on Thursday announced that the public comment period has been extended through June 4, 2020, for the notice by Morgan Stanley of New York, New York, to acquire E*TRADE Financial Corporation of Arlington, Virginia. The comment period is being extended to provide additional time for interested parties to comment on the notice in light of the ongoing challenges from the coronavirus."
30-Apr-20,Federal Reserve Board announces it is expanding the scope and eligibility for the Main Street Lending Program,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200430a.htm,"The Federal Reserve Board on Thursday announced it is expanding the scope and eligibility for the Main Street Lending Program. As part of its broad effort to support the economy, the Federal Reserve developed the Main Street Lending Program to help credit flow to small and medium-sized businesses that were in sound financial condition before the pandemic. When the initial terms of Main Street were announced, the Board indicated that, because the financial needs of businesses vary widely, it was seeking feedback from the public on potential refinements. More than 2,200 letters from individuals, businesses, and nonprofits were received. In response to the public input, the Board decided to expand the loan options available to businesses, and increased the maximum size of businesses that are eligible for support under the program. The changes include: Creating a third loan option, with increased risk sharing by lenders for borrowers with greater leverage; Lowering the minimum loan size for certain loans to $500,000; and Expanding the pool of businesses eligible to borrow. Under the new loan option, lenders would retain a 15 percent share on loans that when added to existing debt do not exceed six times a borrower's income, adjusted for interest payments, taxes, and depreciation and other appropriate adjustments. This compares to the existing loan options where lenders retain a 5 percent share on loans, but have different features. Under all of the loan options, lenders will be able to apply their industry-specific expertise and underwriting standards to best measure a borrower's income. In total, three loan options—termed new, priority, and expanded—will be available for businesses. The chart below summarizes the different loan options. Additionally, businesses with up to 15,000 employees or up to $5 billion in annual revenue are now eligible, compared to the initial program terms, which were for companies with up to 10,000 employees and $2.5 billion in revenue. The minimum loan size for two of the options was also lowered to $500,000 from $1 million. With the changes, the program will now offer more options to a wider set of eligible small and medium-size businesses. The Board recognizes the critical role that nonprofit organizations play throughout the economy and is evaluating a separate approach to meet their unique needs. The Main Street Lending Program was established under Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. The Treasury will provide $75 billion for the program using funds from the Coronavirus Aid, Relief, and Economic Security Act. Frequently asked questions and answers for lenders and borrowers are also available. A start date for the program will be announced soon."
29-Apr-20,Federal Reserve issues FOMC statement,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200429a.htm,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The coronavirus outbreak is causing tremendous human and economic hardship across the United States and around the world. The virus and the measures taken to protect public health are inducing sharp declines in economic activity and a surge in job losses. Weaker demand and significantly lower oil prices are holding down consumer price inflation. The disruptions to economic activity here and abroad have significantly affected financial conditions and have impaired the flow of credit to U.S. households and businesses. The ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term. In light of these developments, the Committee decided to maintain the target range for the federal funds rate at 0 to 1/4 percent. The Committee expects to maintain this target range until it is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals. The Committee will continue to monitor the implications of incoming information for the economic outlook, including information related to public health, as well as global developments and muted inflation pressures, and will use its tools and act as appropriate to support the economy. In determining the timing and size of future adjustments to the stance of monetary policy, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. To support the flow of credit to households and businesses, the Federal Reserve will continue to purchase Treasury securities and agency residential and commercial mortgage-backed securities in the amounts needed to support smooth market functioning, thereby fostering effective transmission of monetary policy to broader financial conditions. In addition, the Open Market Desk will continue to offer large-scale overnight and term repurchase agreement operations. The Committee will closely monitor market conditions and is prepared to adjust its plans as appropriate. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Loretta J. Mester; and Randal K. Quarles."
27-Apr-20,Federal Reserve Board announces an expansion of the scope and duration of the Municipal Liquidity Facility,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200427a.htm,"The Federal Reserve Board on Monday announced an expansion of the scope and duration of the Municipal Liquidity Facility (MLF). The facility, which was announced on April 9 as part of an initiative to provide up to $2.3 trillion in loans to support U.S. households, businesses, and communities, will offer up to $500 billion in lending to states and municipalities to help manage cash flow stresses caused by the coronavirus pandemic. The facility, as revised, will purchase up to $500 billion of short-term notes issued by U.S. states (including the District of Columbia), U.S. counties with a population of at least 500,000 residents, and U.S. cities with a population of at least 250,000 residents. The new population thresholds allow substantially more entities to borrow directly from the MLF than the initial plan announced on April 9. The facility continues to provide for states, cities, and counties to use the proceeds of notes purchased by the MLF to purchase similar notes issued by, or otherwise to assist, other political subdivisions and governmental entities. The expansion announced today also allows participation in the facility by certain multistate entities. To be eligible for the facility, notes must mature no later than 36 months from the date of issuance—an increase from the previously announced 24-month maximum term. In addition, among other rating requirements, eligible issuers must have had an investment grade rating as of April 8, 2020, from at least two major nationally recognized statistical rating organizations. The termination date for the facility has been extended to December 31, 2020 in order to provide eligible issuers more time and flexibility. The Federal Reserve is also considering expanding the MLF to allow a limited number of governmental entities that issue bonds backed by their own revenue to participate directly in the MLF as eligible issuers. Any decision to include any such additional eligible issuers would be publicly announced at a future date. The Federal Reserve will continue to closely monitor conditions in primary and secondary markets for municipal securities and will evaluate whether additional measures are needed to support the flow of credit and liquidity to state and local governments. The MLF is established under Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. The Treasury will provide $35 billion of credit protection to the Federal Reserve for the facility using funds appropriated by the Coronavirus Aid, Relief, and Economic Security Act. The Federal Reserve remains committed to using its full range of tools to support the flow of credit to households, businesses, and communities to counter the economic impact of the coronavirus pandemic and promote a swift recovery once the disruptions abate."
27-Apr-20,Agencies extend comment period on updates to resolution plan guidance for large foreign banks,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200427a.htm,"The Federal Deposit Insurance Corporation and the Federal Reserve Board today announced that they will extend, by 30 days, the comment period for the agencies' proposed guidance for resolution plans submitted by certain large foreign banks. The extension will allow interested parties additional time to analyze the issues and to prepare comments through June 4, 2020. The proposed guidance, issued in March, would provide additional information on the agencies' expectations for the resolution plans of certain large foreign banks, which, under the proposal, would include the U.S. operations of Barclays, Credit Suisse, and Deutsche Bank. The proposal had asked for comments by May 5, 2020. Resolution plans, commonly known as living wills, must describe the company's strategy for rapid and orderly resolution in bankruptcy in the event of material financial distress or failure of the company. For foreign banks, resolution plans are focused on their U.S. operations. In light of the challenges arising from the COVID-19 emergency, the agencies are reviewing and may adjust other upcoming deadlines associated with the resolution planning process."
24-Apr-20,"Federal Reserve Board announces interim final rule to delete the six-per-month limit on convenient transfers from the ""savings deposit"" definition in Regulation D",Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200424a.htm,"The Federal Reserve Board on Friday announced an interim final rule to amend Regulation D (Reserve Requirements of Depository Institutions) to delete the six-per-month limit on convenient transfers from the ""savings deposit"" definition. The interim final rule allows depository institutions immediately to suspend enforcement of the six transfer limit and to allow their customers to make an unlimited number of convenient transfers and withdrawals from their savings deposits at a time when financial events associated with the coronavirus pandemic have made such access more urgent. The regulatory limit in Regulation D was the basis for distinguishing between reservable ""transaction accounts"" and non-reservable ""savings deposits."" The Board's recent action reducing all reserve requirement ratios to zero has rendered this regulatory distinction unnecessary. Concurrently, the Federal Reserve is making temporary revisions to the FR 2900 series, FR Y-9, and FR 2886b reports to reflect the amendments to Regulation D."
23-Apr-20,Federal Reserve announces it is working to expand access to its Paycheck Protection Program Liquidity Facility (PPPLF) for additional SBA-qualified lenders as soon as possible,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200423b.htm,"To facilitate lending to small businesses via the Small Business Administration's Paycheck Protection Program (PPP), the Federal Reserve on Thursday announced that it is working to expand access to its Paycheck Protection Program Liquidity Facility (PPPLF) for additional SBA-qualified lenders as soon as possible. SBA-qualified PPP lenders include depository institutions, such as banks and credit unions, as well as non-depository institution lenders, such as some Community Development Financial Institutions. Currently, only depository institutions are eligible to participate in the PPPLF, and over 1000 have already been approved to access the program. The SBA's PPP guarantees loans from qualified lenders to small businesses so that those businesses can keep workers employed. The PPPLF supports the PPP by extending credit to financial institutions that make PPP loans, using the loans as collateral. The additional liquidity from the PPPLF increases the capacity of financial institutions to make additional PPP loans. Additional details on eligibility will be announced shortly."
